Country,State,County,Location,Population
US,Tennessee,Sumner,US:Tennessee:Sumner,168888
US,Alabama,Sumter,US:Alabama:Sumter,13361
US,Florida,Sumter,US:Florida:Sumter,107056
US,Georgia,Sumter,US:Georgia:Sumter,31364
US,South Carolina,Sumter,US:South Carolina:Sumter,108123
US,Mississippi,Sunflower,US:Mississippi:Sunflower,27997
US,North Carolina,Surry,US:North Carolina:Surry,73050
US,Virginia,Surry,US:Virginia:Surry,6765
US,Pennsylvania,Susquehanna,US:Pennsylvania:Susquehanna,42286
US,Delaware,Sussex,US:Delaware:Sussex,206649
US,New Jersey,Sussex,US:New Jersey:Sussex,145992
US,Virginia,Sussex,US:Virginia:Sussex,11810
US,California,Sutter,US:California:Sutter,95350
US,Texas,Sutton,US:Texas:Sutton,4006
US,Florida,Suwannee,US:Florida:Suwannee,43734
US,North Carolina,Swain,US:North Carolina:Swain,14058
US,American Samoa,Swains Island,US:American Samoa:Swains Island,17
US,Montana,Sweet Grass,US:Montana:Sweet Grass,3669
US,Wyoming,Sweetwater,US:Wyoming:Sweetwater,45237
US,Minnesota,Swift,US:Minnesota:Swift,9546
US,Texas,Swisher,US:Texas:Swisher,7763
US,Indiana,Switzerland,US:Indiana:Switzerland,10526
US,Georgia,Talbot,US:Georgia:Talbot,6456
US,Maryland,Talbot,US:Maryland:Talbot,37931
US,Georgia,Taliaferro,US:Georgia:Taliaferro,1703
US,Alabama,Talladega,US:Alabama:Talladega,81096
US,Mississippi,Tallahatchie,US:Mississippi:Tallahatchie,15081
US,Alabama,Tallapoosa,US:Alabama:Tallapoosa,41203
US,Iowa,Tama,US:Iowa:Tama,17576
US,Missouri,Taney,US:Missouri:Taney,53575
US,Louisiana,Tangipahoa,US:Louisiana:Tangipahoa,125412
US,New Mexico,Taos,US:New Mexico:Taos,33035
US,Texas,Tarrant,US:Texas:Tarrant,1911541
US,Mississippi,Tate,US:Mississippi:Tate,28373
US,Georgia,Tattnall,US:Georgia:Tattnall,25526
US,Florida,Taylor,US:Florida:Taylor,22857
US,Georgia,Taylor,US:Georgia:Taylor,8464
US,Iowa,Taylor,US:Iowa:Taylor,6161
US,Kentucky,Taylor,US:Kentucky:Taylor,24649
US,Texas,Taylor,US:Texas:Taylor,134117
US,West Virginia,Taylor,US:West Virginia:Taylor,16973
US,Wisconsin,Taylor,US:Wisconsin:Taylor,20610
US,Illinois,Tazewell,US:Illinois:Tazewell,136352
US,Virginia,Tazewell,US:Virginia:Tazewell,44103
US,California,Tehama,US:California:Tehama,63057
US,Georgia,Telfair,US:Georgia:Telfair,16591
US,Colorado,Teller,US:Colorado:Teller,23275
US,Louisiana,Tensas,US:Louisiana:Tensas,4908
US,Louisiana,Terrebonne,US:Louisiana:Terrebonne,112749
US,Georgia,Terrell,US:Georgia:Terrell,9022
US,Texas,Terrell,US:Texas:Terrell,903
US,Texas,Terry,US:Texas:Terry,12743
US,Idaho,Teton,US:Idaho:Teton,10275
US,Montana,Teton,US:Montana:Teton,6065
US,Wyoming,Teton,US:Wyoming:Teton,22268
US,Missouri,Texas,US:Missouri:Texas,25636
US,Oklahoma,Texas,US:Oklahoma:Texas,22081
US,Nebraska,Thayer,US:Nebraska:Thayer,5189
US,Georgia,Thomas,US:Georgia:Thomas,44869
US,Kansas,Thomas,US:Kansas:Thomas,7948
US,Nebraska,Thomas,US:Nebraska:Thomas,699
US,Texas,Throckmorton,US:Texas:Throckmorton,1600
US,Nebraska,Thurston,US:Nebraska:Thurston,6895
US,Washington,Thurston,US:Washington:Thurston,262388
US,Georgia,Tift,US:Georgia:Tift,40286
US,Oregon,Tillamook,US:Oregon:Tillamook,25317
US,Oklahoma,Tillman,US:Oklahoma:Tillman,7711
US,Northern Mariana Islands,Tinian Municipality,US:Northern Mariana Islands:Tinian Municipality,3136
US,New York,Tioga,US:New York:Tioga,50243
US,Pennsylvania,Tioga,US:Pennsylvania:Tioga,42463
US,Mississippi,Tippah,US:Mississippi:Tippah,22084
US,Indiana,Tippecanoe,US:Indiana:Tippecanoe,180174
US,Indiana,Tipton,US:Indiana:Tipton,15650
US,Tennessee,Tipton,US:Tennessee:Tipton,61586
US,Mississippi,Tishomingo,US:Mississippi:Tishomingo,19529
US,Texas,Titus,US:Texas:Titus,32581
US,Puerto Rico,Toa Alta Municipality,US:Puerto Rico:Toa Alta Municipality,74066
US,Puerto Rico,Toa Baja Municipality,US:Puerto Rico:Toa Baja Municipality,89609
US,Kentucky,Todd,US:Kentucky:Todd,12503
US,Minnesota,Todd,US:Minnesota:Todd,24382
US,South Dakota,Todd,US:South Dakota:Todd,9982
US,Connecticut,Tolland,US:Connecticut:Tolland,151377
US,Texas,Tom Green,US:Texas:Tom Green,114954
US,New York,Tompkins,US:New York:Tompkins,103617
US,Utah,Tooele,US:Utah:Tooele,60762
US,Montana,Toole,US:Montana:Toole,5138
US,Georgia,Toombs,US:Georgia:Toombs,27273
US,New Mexico,Torrance,US:New Mexico:Torrance,15717
US,North Dakota,Towner,US:North Dakota:Towner,2317
US,Georgia,Towns,US:Georgia:Towns,10771
US,North Dakota,Traill,US:North Dakota:Traill,8245
US,North Carolina,Transylvania,US:North Carolina:Transylvania,32903
US,Minnesota,Traverse,US:Minnesota:Traverse,3445
US,Texas,Travis,US:Texas:Travis,1120954
US,Montana,Treasure,US:Montana:Treasure,700
US,Kansas,Trego,US:Kansas:Trego,2980
US,Wisconsin,Trempealeau,US:Wisconsin:Trempealeau,29582
US,Georgia,Treutlen,US:Georgia:Treutlen,6712
US,Kentucky,Trigg,US:Kentucky:Trigg,14293
US,Kentucky,Trimble,US:Kentucky:Trimble,8816
US,California,Trinity,US:California:Trinity,13448
US,Texas,Trinity,US:Texas:Trinity,14393
US,South Dakota,Tripp,US:South Dakota:Tripp,5498
US,Georgia,Troup,US:Georgia:Troup,69053
US,Tennessee,Trousdale,US:Tennessee:Trousdale,7828
US,Puerto Rico,Trujillo Alto Municipality,US:Puerto Rico:Trujillo Alto Municipality,74842
US,Ohio,Trumbull,US:Ohio:Trumbull,206442
US,West Virginia,Tucker,US:West Virginia:Tucker,6968
US,California,Tulare,US:California:Tulare,454143
US,Oklahoma,Tulsa,US:Oklahoma:Tulsa,622409
US,Mississippi,Tunica,US:Mississippi:Tunica,10560
US,California,Tuolumne,US:California:Tuolumne,53874
US,Georgia,Turner,US:Georgia:Turner,8134
US,South Dakota,Turner,US:South Dakota:Turner,8361
US,Alabama,Tuscaloosa,US:Alabama:Tuscaloosa,200821
US,Ohio,Tuscarawas,US:Ohio:Tuscarawas,92672
US,Michigan,Tuscola,US:Michigan:Tuscola,54263
US,Georgia,Twiggs,US:Georgia:Twiggs,8481
US,Idaho,Twin Falls,US:Idaho:Twin Falls,79957
US,Texas,Tyler,US:Texas:Tyler,21464
US,West Virginia,Tyler,US:West Virginia:Tyler,8995
US,North Carolina,Tyrrell,US:North Carolina:Tyrrell,4109
US,Wyoming,Uinta,US:Wyoming:Uinta,21066
US,Utah,Uintah,US:Utah:Uintah,35555
US,New York,Ulster,US:New York:Ulster,180998
US,Oregon,Umatilla,US:Oregon:Umatilla,76720
US,Tennessee,Unicoi,US:Tennessee:Unicoi,18082
US,Arkansas,Union,US:Arkansas:Union,40694
US,Florida,Union,US:Florida:Union,15136
US,Georgia,Union,US:Georgia:Union,21566
US,Illinois,Union,US:Illinois:Union,17583
US,Indiana,Union,US:Indiana:Union,7277
US,Iowa,Union,US:Iowa:Union,12583
US,Kentucky,Union,US:Kentucky:Union,15029
US,Louisiana,Union,US:Louisiana:Union,22344
US,Mississippi,Union,US:Mississippi:Union,27754
US,New Jersey,Union,US:New Jersey:Union,548256
US,New Mexico,Union,US:New Mexico:Union,4370
US,North Carolina,Union,US:North Carolina:Union,212756
US,Ohio,Union,US:Ohio:Union,53306
US,Oregon,Union,US:Oregon:Union,25652
US,Pennsylvania,Union,US:Pennsylvania:Union,44867
US,South Carolina,Union,US:South Carolina:Union,28030
US,South Dakota,Union,US:South Dakota:Union,14829
US,Tennessee,Union,US:Tennessee:Union,19102
US,Texas,Upshur,US:Texas:Upshur,39884
US,West Virginia,Upshur,US:West Virginia:Upshur,24665
US,Georgia,Upson,US:Georgia:Upson,26566
US,Texas,Upton,US:Texas:Upton,3372
US,Utah,Utah,US:Utah:Utah,551891
US,Puerto Rico,Utuado Municipality,US:Puerto Rico:Utuado Municipality,33149
US,Texas,Uvalde,US:Texas:Uvalde,26926
US,Texas,Val Verde,US:Texas:Val Verde,48623
US,New Mexico,Valencia,US:New Mexico:Valencia,76284
US,Idaho,Valley,US:Idaho:Valley,9606
US,Montana,Valley,US:Montana:Valley,7630
US,Nebraska,Valley,US:Nebraska:Valley,4193
US,Arkansas,Van Buren,US:Arkansas:Van Buren,16932
US,Iowa,Van Buren,US:Iowa:Van Buren,7436
US,Michigan,Van Buren,US:Michigan:Van Buren,75455
US,Tennessee,Van Buren,US:Tennessee:Van Buren,5583
US,Ohio,Van Wert,US:Ohio:Van Wert,28459
US,Texas,Van Zandt,US:Texas:Van Zandt,52481
US,North Carolina,Vance,US:North Carolina:Vance,44808
US,Indiana,Vanderburgh,US:Indiana:Vanderburgh,181398
US,Puerto Rico,Vega Alta Municipality,US:Puerto Rico:Vega Alta Municipality,39951
US,Puerto Rico,Vega Baja Municipality,US:Puerto Rico:Vega Baja Municipality,59662
US,Pennsylvania,Venango,US:Pennsylvania:Venango,53907
US,California,Ventura,US:California:Ventura,839620
US,Illinois,Vermilion,US:Illinois:Vermilion,80329
US,Louisiana,Vermilion,US:Louisiana:Vermilion,59253
US,Indiana,Vermillion,US:Indiana:Vermillion,15878
US,Louisiana,Vernon,US:Louisiana:Vernon,52606
US,Missouri,Vernon,US:Missouri:Vernon,20949
US,Wisconsin,Vernon,US:Wisconsin:Vernon,30329
US,Texas,Victoria,US:Texas:Victoria,90028
US,Puerto Rico,Vieques Municipality,US:Puerto Rico:Vieques Municipality,9301
US,Indiana,Vigo,US:Indiana:Vigo,108291
US,Wisconsin,Vilas,US:Wisconsin:Vilas,21368
US,Puerto Rico,Villalba Municipality,US:Puerto Rico:Villalba Municipality,26073
US,Ohio,Vinton,US:Ohio:Vinton,13276
US,Virginia,"Virginia Beach, City of","US:Virginia:Virginia Beach, City of",448479
US,Florida,Volusia,US:Florida:Volusia,500800
US,Illinois,Wabash,US:Illinois:Wabash,11665
US,Indiana,Wabash,US:Indiana:Wabash,32358
US,Minnesota,Wabasha,US:Minnesota:Wabasha,21443
US,Kansas,Wabaunsee,US:Kansas:Wabaunsee,7051
US,Minnesota,Wadena,US:Minnesota:Wadena,13804
US,Oklahoma,Wagoner,US:Oklahoma:Wagoner,75700
US,Washington,Wahkiakum,US:Washington:Wahkiakum,4042
US,North Carolina,Wake,US:North Carolina:Wake,1072203
US,U.S. Minor Outlying Islands,Wake Island,US:U.S. Minor Outlying Islands:Wake Island,100
US,Florida,Wakulla,US:Florida:Wakulla,31022
US,Maine,Waldo,US:Maine:Waldo,38940
US,Alabama,Walker,US:Alabama:Walker,65998
US,Georgia,Walker,US:Georgia:Walker,68198
US,Texas,Walker,US:Texas:Walker,68817
US,Washington,Walla Walla,US:Washington:Walla Walla,59530
US,Kansas,Wallace,US:Kansas:Wallace,1569
US,Texas,Waller,US:Texas:Waller,45213
US,Oregon,Wallowa,US:Oregon:Wallowa,6814
US,North Dakota,Walsh,US:North Dakota:Walsh,11104
US,Mississippi,Walthall,US:Mississippi:Walthall,14931
US,Florida,Walton,US:Florida:Walton,59807
US,Georgia,Walton,US:Georgia:Walton,85754
US,South Dakota,Walworth,US:South Dakota:Walworth,5524
US,Wisconsin,Walworth,US:Wisconsin:Walworth,102945
US,Iowa,Wapello,US:Iowa:Wapello,35391
US,North Dakota,Ward,US:North Dakota:Ward,67990
US,Texas,Ward,US:Texas:Ward,11244
US,Georgia,Ware,US:Georgia:Ware,35709
US,Georgia,Warren,US:Georgia:Warren,5558
US,Illinois,Warren,US:Illinois:Warren,17726
US,Indiana,Warren,US:Indiana:Warren,8415
US,Iowa,Warren,US:Iowa:Warren,47336
US,Kentucky,Warren,US:Kentucky:Warren,118370
US,Mississippi,Warren,US:Mississippi:Warren,48218
US,Missouri,Warren,US:Missouri:Warren,32999
US,New Jersey,Warren,US:New Jersey:Warren,107379
US,New York,Warren,US:New York:Warren,65337
US,North Carolina,Warren,US:North Carolina:Warren,20575
US,Ohio,Warren,US:Ohio:Warren,219169
US,Pennsylvania,Warren,US:Pennsylvania:Warren,40885
US,Tennessee,Warren,US:Tennessee:Warren,39965
US,Virginia,Warren,US:Virginia:Warren,38699
US,Indiana,Warrick,US:Indiana:Warrick,61049
US,Utah,Wasatch,US:Utah:Wasatch,26437
US,Oregon,Wasco,US:Oregon:Wasco,25477
US,Minnesota,Waseca,US:Minnesota:Waseca,19098
US,Wyoming,Washakie,US:Wyoming:Washakie,8463
US,Wisconsin,Washburn,US:Wisconsin:Washburn,15686
US,Alabama,Washington,US:Alabama:Washington,16877
US,Arkansas,Washington,US:Arkansas:Washington,216410
US,Colorado,Washington,US:Colorado:Washington,4803
US,Florida,Washington,US:Florida:Washington,24624
US,Georgia,Washington,US:Georgia:Washington,20676
US,Idaho,Washington,US:Idaho:Washington,9944
US,Illinois,Washington,US:Illinois:Washington,14448
US,Indiana,Washington,US:Indiana:Washington,27780
US,Iowa,Washington,US:Iowa:Washington,22015
US,Kansas,Washington,US:Kansas:Washington,5629
US,Kentucky,Washington,US:Kentucky:Washington,11875
US,Louisiana,Washington,US:Louisiana:Washington,46419
US,Maine,Washington,US:Maine:Washington,32190
US,Maryland,Washington,US:Maryland:Washington,149588
US,Minnesota,Washington,US:Minnesota:Washington,246603
US,Mississippi,Washington,US:Mississippi:Washington,49688
US,Missouri,Washington,US:Missouri:Washington,25172
US,Nebraska,Washington,US:Nebraska:Washington,20223
US,New York,Washington,US:New York:Washington,63093
US,North Carolina,Washington,US:North Carolina:Washington,12722
US,Ohio,Washington,US:Ohio:Washington,61310
US,Oklahoma,Washington,US:Oklahoma:Washington,51577
US,Oregon,Washington,US:Oregon:Washington,554996
US,Pennsylvania,Washington,US:Pennsylvania:Washington,208206
US,Rhode Island,Washington,US:Rhode Island:Washington,126259
US,Tennessee,Washington,US:Tennessee:Washington,125546
US,Texas,Washington,US:Texas:Washington,34147
US,Utah,Washington,US:Utah:Washington,147800
US,Vermont,Washington,US:Vermont:Washington,59319
US,Virginia,Washington,US:Virginia:Washington,54907
US,Wisconsin,Washington,US:Wisconsin:Washington,132739
US,Oklahoma,Washita,US:Oklahoma:Washita,11678
US,Nevada,Washoe,US:Nevada:Washoe,433731
US,Michigan,Washtenaw,US:Michigan:Washtenaw,354240
US,North Carolina,Watauga,US:North Carolina:Watauga,52372
US,Minnesota,Watonwan,US:Minnesota:Watonwan,11137
US,Wisconsin,Waukesha,US:Wisconsin:Waukesha,393843
US,Wisconsin,Waupaca,US:Wisconsin:Waupaca,52285
US,Wisconsin,Waushara,US:Wisconsin:Waushara,24329
US,Georgia,Wayne,US:Georgia:Wayne,30077
US,Illinois,Wayne,US:Illinois:Wayne,16612
US,Indiana,Wayne,US:Indiana:Wayne,67893
US,Iowa,Wayne,US:Iowa:Wayne,6402
US,Kentucky,Wayne,US:Kentucky:Wayne,20678
US,Michigan,Wayne,US:Michigan:Wayne,1775273
US,Mississippi,Wayne,US:Mississippi:Wayne,20539
US,Missouri,Wayne,US:Missouri:Wayne,13404
US,Nebraska,Wayne,US:Nebraska:Wayne,9411
US,New York,Wayne,US:New York:Wayne,92473
US,North Carolina,Wayne,US:North Carolina:Wayne,124583
US,Ohio,Wayne,US:Ohio:Wayne,115071
US,Pennsylvania,Wayne,US:Pennsylvania:Wayne,51548
US,Tennessee,Wayne,US:Tennessee:Wayne,16939
US,Utah,Wayne,US:Utah:Wayne,2747
US,West Virginia,Wayne,US:West Virginia:Wayne,41437
US,Virginia,"Waynesboro, City of","US:Virginia:Waynesboro, City of",21263
US,Tennessee,Weakley,US:Tennessee:Weakley,34450
US,Texas,Webb,US:Texas:Webb,262495
US,Utah,Weber,US:Utah:Weber,238519
US,Georgia,Webster,US:Georgia:Webster,2719
US,Iowa,Webster,US:Iowa:Webster,37044
US,Kentucky,Webster,US:Kentucky:Webster,13452
US,Louisiana,Webster,US:Louisiana:Webster,40678
US,Mississippi,Webster,US:Mississippi:Webster,9987
US,Missouri,Webster,US:Missouri:Webster,36466
US,Nebraska,Webster,US:Nebraska:Webster,3688
US,West Virginia,Webster,US:West Virginia:Webster,8893
US,Colorado,Weld,US:Colorado:Weld,269785
US,Indiana,Wells,US:Indiana:Wells,27814
US,North Dakota,Wells,US:North Dakota:Wells,4206
US,Louisiana,West Baton Rouge,US:Louisiana:West Baton Rouge,24573
US,Louisiana,West Carroll,US:Louisiana:West Carroll,11465
US,Louisiana,West Feliciana,US:Louisiana:West Feliciana,15444
US,New York,Westchester,US:New York:Westchester,968802
US,American Samoa,Western District,US:American Samoa:Western District,31329
US,Pennsylvania,Westmoreland,US:Pennsylvania:Westmoreland,362437
US,Virginia,Westmoreland,US:Virginia:Westmoreland,17612
US,Wyoming,Weston,US:Wyoming:Weston,7158
US,West Virginia,Wetzel,US:West Virginia:Wetzel,16204
US,Michigan,Wexford,US:Michigan:Wexford,32645
US,Texas,Wharton,US:Texas:Wharton,41216
US,Washington,Whatcom,US:Washington:Whatcom,206353
US,Montana,Wheatland,US:Montana:Wheatland,2134
US,Georgia,Wheeler,US:Georgia:Wheeler,7909
US,Nebraska,Wheeler,US:Nebraska:Wheeler,759
US,Oregon,Wheeler,US:Oregon:Wheeler,1381
US,Texas,Wheeler,US:Texas:Wheeler,5751
US,Arkansas,White,US:Arkansas:White,78483
US,Georgia,White,US:Georgia:White,27797
US,Illinois,White,US:Illinois:White,14549
US,Indiana,White,US:Indiana:White,24466
US,Tennessee,White,US:Tennessee:White,26244
US,Nevada,White Pine,US:Nevada:White Pine,10057
US,Illinois,Whiteside,US:Illinois:Whiteside,57557
US,Georgia,Whitfield,US:Georgia:Whitfield,102945
US,Indiana,Whitley,US:Indiana:Whitley,33294
US,Kentucky,Whitley,US:Kentucky:Whitley,35766
US,Washington,Whitman,US:Washington:Whitman,46570
US,Montana,Wibaux,US:Montana:Wibaux,1121
US,Kansas,Wichita,US:Kansas:Wichita,2192
US,Texas,Wichita,US:Texas:Wichita,132047
US,Maryland,Wicomico,US:Maryland:Wicomico,100896
US,Texas,Wilbarger,US:Texas:Wilbarger,13131
US,Alabama,Wilcox,US:Alabama:Wilcox,11307
US,Georgia,Wilcox,US:Georgia:Wilcox,8960
US,Georgia,Wilkes,US:Georgia:Wilkes,10010
US,North Carolina,Wilkes,US:North Carolina:Wilkes,69023
US,Minnesota,Wilkin,US:Minnesota:Wilkin,6557
US,Georgia,Wilkinson,US:Georgia:Wilkinson,9432
US,Mississippi,Wilkinson,US:Mississippi:Wilkinson,9381
US,Illinois,Will,US:Illinois:Will,682829
US,Texas,Willacy,US:Texas:Willacy,21921
US,North Dakota,Williams,US:North Dakota:Williams,29595
US,Ohio,Williams,US:Ohio:Williams,37500
US,South Carolina,Williamsburg,US:South Carolina:Williamsburg,33067
US,Virginia,"Williamsburg, City of","US:Virginia:Williamsburg, City of",15206
US,Illinois,Williamson,US:Illinois:Williamson,66924
US,Tennessee,Williamson,US:Tennessee:Williamson,198901
US,Texas,Williamson,US:Texas:Williamson,471014
US,Kansas,Wilson,US:Kansas:Wilson,9105
US,North Carolina,Wilson,US:North Carolina:Wilson,81667
US,Tennessee,Wilson,US:Tennessee:Wilson,121945
US,Texas,Wilson,US:Texas:Wilson,45418
US,Virginia,"Winchester, City of","US:Virginia:Winchester, City of",27216
US,Connecticut,Windham,US:Connecticut:Windham,117604
US,Vermont,Windham,US:Vermont:Windham,43857
US,Vermont,Windsor,US:Vermont:Windsor,56067
US,Texas,Winkler,US:Texas:Winkler,7606
US,Louisiana,Winn,US:Louisiana:Winn,14813
US,Illinois,Winnebago,US:Illinois:Winnebago,290666
US,Iowa,Winnebago,US:Iowa:Winnebago,10554
US,Wisconsin,Winnebago,US:Wisconsin:Winnebago,169541
US,Iowa,Winneshiek,US:Iowa:Winneshiek,20994
US,Minnesota,Winona,US:Minnesota:Winona,51232
US,Alabama,Winston,US:Alabama:Winston,24146
US,Mississippi,Winston,US:Mississippi:Winston,18788
US,West Virginia,Wirt,US:West Virginia:Wirt,5901
US,Texas,Wise,US:Texas:Wise,60939
US,Virginia,Wise,US:Virginia:Wise,40589
US,Kentucky,Wolfe,US:Kentucky:Wolfe,7248
US,Ohio,Wood,US:Ohio:Wood,129264
US,Texas,Wood,US:Texas:Wood,42306
US,West Virginia,Wood,US:West Virginia:Wood,86569
US,Wisconsin,Wood,US:Wisconsin:Wood,73959
US,Iowa,Woodbury,US:Iowa:Woodbury,102130
US,Illinois,Woodford,US:Illinois:Woodford,39273
US,Kentucky,Woodford,US:Kentucky:Woodford,25275
US,Arkansas,Woodruff,US:Arkansas:Woodruff,7072
US,Oklahoma,Woods,US:Oklahoma:Woods,9041
US,Kansas,Woodson,US:Kansas:Woodson,3221
US,Oklahoma,Woodward,US:Oklahoma:Woodward,21221
US,Maryland,Worcester,US:Maryland:Worcester,51620
US,Massachusetts,Worcester,US:Massachusetts:Worcester,809106
US,Georgia,Worth,US:Georgia:Worth,21291
US,Iowa,Worth,US:Iowa:Worth,7541
US,Missouri,Worth,US:Missouri:Worth,2090
US,Alaska,Wrangell,US:Alaska:Wrangell,2400
US,Iowa,Wright,US:Iowa:Wright,12972
US,Minnesota,Wright,US:Minnesota:Wright,128470
US,Missouri,Wright,US:Missouri:Wright,18473
US,Ohio,Wyandot,US:Ohio:Wyandot,22447
US,Kansas,Wyandotte,US:Kansas:Wyandotte,160384
US,New York,Wyoming,US:New York:Wyoming,41531
US,Pennsylvania,Wyoming,US:Pennsylvania:Wyoming,28003
US,West Virginia,Wyoming,US:West Virginia:Wyoming,23019
US,Virginia,Wythe,US:Virginia:Wythe,29344
US,Puerto Rico,Yabucoa Municipality,US:Puerto Rico:Yabucoa Municipality,37941
US,North Carolina,Yadkin,US:North Carolina:Yadkin,38038
US,Washington,Yakima,US:Washington:Yakima,247044
US,Alaska,Yakutat,US:Alaska:Yakutat,642
US,Mississippi,Yalobusha,US:Mississippi:Yalobusha,12373
US,Oregon,Yamhill,US:Oregon:Yamhill,100725
US,North Carolina,Yancey,US:North Carolina:Yancey,17566
US,South Dakota,Yankton,US:South Dakota:Yankton,22696
US,New York,Yates,US:New York:Yates,25156
US,Puerto Rico,Yauco Municipality,US:Puerto Rico:Yauco Municipality,42043
US,Arizona,Yavapai,US:Arizona:Yavapai,215133
US,Mississippi,Yazoo,US:Mississippi:Yazoo,27883
US,Arkansas,Yell,US:Arkansas:Yell,21893
US,Minnesota,Yellow Medicine,US:Minnesota:Yellow Medicine,10143
US,Montana,Yellowstone,US:Montana:Yellowstone,154162
US,Texas,Yoakum,US:Texas:Yoakum,8184
US,California,Yolo,US:California:Yolo,204593
US,Maine,York,US:Maine:York,199431
US,Nebraska,York,US:Nebraska:York,13883
US,Pennsylvania,York,US:Pennsylvania:York,438965
US,South Carolina,York,US:South Carolina:York,239363
US,Virginia,York,US:Virginia:York,66269
US,Texas,Young,US:Texas:Young,18341
US,California,Yuba,US:California:Yuba,73340
US,Alaska,Yukon–Koyukuk,US:Alaska:Yukon–Koyukuk,5695
US,Arizona,Yuma,US:Arizona:Yuma,201201
US,Colorado,Yuma,US:Colorado:Yuma,10151
US,Texas,Zapata,US:Texas:Zapata,14390
US,Texas,Zavala,US:Texas:Zavala,12156
US,South Dakota,Ziebach,US:South Dakota:Ziebach,2834
Uzbekistan,"","",Uzbekistan::,34148357
Vanuatu,"","",Vanuatu::,304500
Vatican City,"","",Vatican City::,825
Venezuela,"","",Venezuela::,32219521
Vietnam,"","",Vietnam::,96208984
Western Sahara,"","",Western Sahara::,582463
Yemen,"","",Yemen::,29825968
Zambia,"","",Zambia::,17885422
Zimbabwe,"","",Zimbabwe::,15159624
